genome,kingdom,phylum,class,genus,species
Leptospira_borgpetersenii_serovar_Hardjo_bovis_JB197_uid58509,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_borgpetersenii
Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_uid58507,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_borgpetersenii
Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_interrogans
Leptospira_interrogans_serovar_Lai_56601_uid57881,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_interrogans
Leptothrix_cholodnii_SP_6_uid58971,Bacteria,Proteobacteria,Betaproteobacteria,Leptothrix,Leptothrix_cholodnii
Leptotrichia_buccalis_C_1013_b_uid59211,Bacteria,Fusobacteria,Fusobacteriia,Leptotrichia,Leptotrichia_buccalis
Leuconostoc_C2_uid68743,Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_C2
Leuconostoc_citreum_KM20_uid58481,Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_citreum
Leuconostoc_gasicomitatum_LMG_18811_uid50385,Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_gasicomitatum
Leuconostoc_kimchii_IMSNU_11154_uid48589,Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_kimchii
Leuconostoc_mesenteroides_ATCC_8293_uid57919,Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_mesenteroides
Listeria_innocua_Clip11262_uid61567,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_innocua
Listeria_ivanovii_PAM_55_uid73473,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_ivanovii
Listeria_monocytogenes_08_5923_uid43727,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_monocytogenes_Clip80459_uid59317,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_monocytogenes_EGD_e_uid61583,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_monocytogenes_HCC23_uid59203,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_monocytogenes_serotype_4b_F2365_uid57689,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_monocytogenes_uid43671,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes
Listeria_seeligeri_serovar_1_2b_SLCC3954_uid46215,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_seeligeri
Listeria_welshimeri_serovar_6b_SLCC5334_uid61605,Bacteria,Firmicutes,Bacilli,Listeria,Listeria_welshimeri
Lysinibacillus_sphaericus_C3_41_uid58945,Bacteria,Firmicutes,Bacilli,Lysinibacillus,Lysinibacillus_sphaericus
Macrococcus_caseolyticus_JCSC5402_uid59003,Bacteria,Firmicutes,Bacilli,Macrococcus,Macrococcus_caseolyticus
Magnetococcus_MC_1_uid57833,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcus,Magnetococcus_MC
Magnetospirillum_magneticum_AMB_1_uid58527,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetospirillum,Magnetospirillum_magneticum
Mahella_australiensis_50_1_BON_uid66917,Bacteria,Firmicutes,Clostridia,Mahella,Mahella_australiensis
Mannheimia_succiniciproducens_MBEL55E_uid58197,Bacteria,Proteobacteria,Gammaproteobacteria,Mannheimia,Mannheimia_succiniciproducens
Maricaulis_maris_MCS10_uid58689,Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulis,Maricaulis_maris
Marinithermus_hydrothermalis_DSM_14884_uid65783,Bacteria,-,Deinococci,Marinithermus,Marinithermus_hydrothermalis
Marinobacter_aquaeolei_VT8_uid59419,Bacteria,Proteobacteria,Gammaproteobacteria,Marinobacter,Marinobacter_aquaeolei
Marinomonas_mediterranea_MMB_1_uid64753,Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_mediterranea
Marinomonas_MWYL1_uid58715,Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_MWYL1
Marinomonas_posidonica_IVIA_Po_181_uid67323,Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_posidonica
Marivirga_tractuosa_DSM_4126_uid60837,Bacteria,Bacteroidetes,Cytophagia,Marivirga,Marivirga_tractuosa
Megasphaera_elsdenii_DSM_20460_uid71135,Bacteria,Firmicutes,Negativicutes,Megasphaera,Megasphaera_elsdenii
Meiothermus_ruber_DSM_1279_uid46661,Bacteria,-,Deinococci,Meiothermus,Meiothermus_ruber
Meiothermus_silvanus_DSM_9946_uid49485,Bacteria,-,Deinococci,Meiothermus,Meiothermus_silvanus
Melissococcus_plutonius_ATCC_35311_uid66803,Bacteria,Firmicutes,Bacilli,Melissococcus,Melissococcus_plutonius
Mesoplasma_florum_L1_uid58055,Bacteria,Tenericutes,Mollicutes,Mesoplasma,Mesoplasma_florum
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_uid62101,Bacteria,Proteobacteria,Alphaproteobacteria,Mesorhizobium,Mesorhizobium_ciceri
Mesorhizobium_loti_MAFF303099_uid57601,Bacteria,Proteobacteria,Alphaproteobacteria,Mesorhizobium,Mesorhizobium_loti
Mesorhizobium_opportunistum_WSM2075_uid40861,Bacteria,Proteobacteria,Alphaproteobacteria,Mesorhizobium,Mesorhizobium_opportunistum
Metallosphaera_cuprina_Ar_4_uid66329,Archaea,Crenarchaeota,Thermoprotei,Metallosphaera,Metallosphaera_cuprina
Metallosphaera_sedula_DSM_5348_uid58717,Archaea,Crenarchaeota,Thermoprotei,Metallosphaera,Metallosphaera_sedula
Methanobacterium_AL_21_uid63623,Archaea,Euryarchaeota,Methanobacteria,Methanobacterium,Methanobacterium_AL
Methanobacterium_SWAN_1_uid67359,Archaea,Euryarchaeota,Methanobacteria,Methanobacterium,Methanobacterium_SWAN
Methanobrevibacter_ruminantium_M1_uid45857,Archaea,Euryarchaeota,Methanobacteria,Methanobrevibacter,Methanobrevibacter_ruminantium
Methanobrevibacter_smithii_ATCC_35061_uid58827,Archaea,Euryarchaeota,Methanobacteria,Methanobrevibacter,Methanobrevibacter_smithii
Methanocaldococcus_fervens_AG86_uid59347,Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_fervens
Methanocaldococcus_FS406_22_uid42499,Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_FS406
Methanocaldococcus_infernus_ME_uid48803,Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_infernus
Methanocaldococcus_jannaschii_DSM_2661_uid57713,Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_jannaschii
Methanocaldococcus_vulcanius_M7_uid41131,Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_vulcanius
Methanocella_arvoryzae_MRE50_uid61623,Archaea,Euryarchaeota,Methanomicrobia,Methanocella,Methanocella_arvoryzae
Methanocella_paludicola_SANAE_uid42887,Archaea,Euryarchaeota,Methanomicrobia,Methanocella,Methanocella_paludicola
Methanococcoides_burtonii_DSM_6242_uid58023,Archaea,Euryarchaeota,Methanomicrobia,Methanococcoides,Methanococcoides_burtonii
Methanococcus_aeolicus_Nankai_3_uid58823,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_aeolicus
Methanococcus_maripaludis_C5_uid58741,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis
Methanococcus_maripaludis_C6_uid58947,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis
Methanococcus_maripaludis_C7_uid58847,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis
Methanococcus_maripaludis_S2_uid58035,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis
Methanococcus_maripaludis_X1_uid70729,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis
Methanococcus_vannielii_SB_uid58767,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_vannielii
Methanococcus_voltae_A3_uid49529,Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_voltae
Methanocorpusculum_labreanum_Z_uid58785,Archaea,Euryarchaeota,Methanomicrobia,Methanocorpusculum,Methanocorpusculum_labreanum
Methanoculleus_marisnigri_JR1_uid58561,Archaea,Euryarchaeota,Methanomicrobia,Methanoculleus,Methanoculleus_marisnigri
Methanohalobium_evestigatum_Z_7303_uid49857,Archaea,Euryarchaeota,Methanomicrobia,Methanohalobium,Methanohalobium_evestigatum
Methanohalophilus_mahii_DSM_5219_uid47313,Archaea,Euryarchaeota,Methanomicrobia,Methanohalophilus,Methanohalophilus_mahii
Methanoplanus_petrolearius_DSM_11571_uid52695,Archaea,Euryarchaeota,Methanomicrobia,Methanoplanus,Methanoplanus_petrolearius
Methanopyrus_kandleri_AV19_uid57883,Archaea,Euryarchaeota,Methanopyri,Methanopyrus,Methanopyrus_kandleri
Methanoregula_boonei_6A8_uid58815,Archaea,Euryarchaeota,Methanomicrobia,Methanoregula,Methanoregula_boonei
Methanosaeta_concilii_GP6_uid66207,Archaea,Euryarchaeota,Methanomicrobia,Methanosaeta,Methanosaeta_concilii
Methanosaeta_thermophila_PT_uid58469,Archaea,Euryarchaeota,Methanomicrobia,Methanosaeta,Methanosaeta_thermophila
Methanosalsum_zhilinae_DSM_4017_uid68249,Archaea,Euryarchaeota,Methanomicrobia,Methanosalsum,Methanosalsum_zhilinae
Methanosarcina_acetivorans_C2A_uid57879,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_acetivorans
Methanosarcina_barkeri_Fusaro_uid57715,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_barkeri
Methanosarcina_mazei_Go1_uid57893,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_mazei
Methanosphaera_stadtmanae_DSM_3091_uid58407,Archaea,Euryarchaeota,Methanobacteria,Methanosphaera,Methanosphaera_stadtmanae
Methanosphaerula_palustris_E1_9c_uid59193,Archaea,Euryarchaeota,Methanomicrobia,Methanosphaerula,Methanosphaerula_palustris
Methanospirillum_hungatei_JF_1_uid58181,Archaea,Euryarchaeota,Methanomicrobia,Methanospirillum,Methanospirillum_hungatei
Methanothermobacter_marburgensis_Marburg_uid51637,Archaea,Euryarchaeota,Methanobacteria,Methanothermobacter,Methanothermobacter_marburgensis
Methanothermobacter_thermautotrophicus_Delta_H_uid57877,Archaea,Euryarchaeota,Methanobacteria,Methanothermobacter,Methanothermobacter_thermautotrophicus
Methanothermococcus_okinawensis_IH1_uid51535,Archaea,Euryarchaeota,Methanococci,Methanothermococcus,Methanothermococcus_okinawensis
Methanothermus_fervidus_DSM_2088_uid60167,Archaea,Euryarchaeota,Methanobacteria,Methanothermus,Methanothermus_fervidus
Methanotorris_igneus_Kol_5_uid67321,Archaea,Euryarchaeota,Methanococci,Methanotorris,Methanotorris_igneus
Methylacidiphilum_infernorum_V4_uid59161,Bacteria,Verrucomicrobia,-,Methylacidiphilum,Methylacidiphilum_infernorum
Methylibium_petroleiphilum_PM1_uid58085,Bacteria,Proteobacteria,Betaproteobacteria,Methylibium,Methylibium_petroleiphilum
Methylobacillus_flagellatus_KT_uid58049,Bacteria,Proteobacteria,Betaproteobacteria,Methylobacillus,Methylobacillus_flagellatus
Methylobacterium_4_46_uid58843,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_4
Methylobacterium_chloromethanicum_CM4_uid58933,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_chloromethanicum
Methylobacterium_extorquens_AM1_uid57605,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens
Methylobacterium_extorquens_DM4_uid61617,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens
Methylobacterium_extorquens_PA1_uid58821,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens
Methylobacterium_nodulans_ORS_2060_uid59023,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_nodulans
Methylobacterium_populi_BJ001_uid58937,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_populi
Methylobacterium_radiotolerans_JCM_2831_uid58845,Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_radiotolerans
Methylocella_silvestris_BL2_uid59433,Bacteria,Proteobacteria,Alphaproteobacteria,Methylocella,Methylocella_silvestris
Methylococcus_capsulatus_Bath_uid57607,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcus,Methylococcus_capsulatus
Methylomicrobium_alcaliphilum_uid77119,Bacteria,Proteobacteria,Gammaproteobacteria,Methylomicrobium,Methylomicrobium_alcaliphilum
Methylomonas_methanica_MC09_uid67363,Bacteria,Proteobacteria,Gammaproteobacteria,Methylomonas,Methylomonas_methanica
Methylotenera_301_uid49469,Bacteria,Proteobacteria,Betaproteobacteria,Methylotenera,Methylotenera_301
Methylotenera_mobilis_JLW8_uid59373,Bacteria,Proteobacteria,Betaproteobacteria,Methylotenera,Methylotenera_mobilis
Methylovorus_glucosetrophus_SIP3_4_uid59367,Bacteria,Proteobacteria,Betaproteobacteria,Methylovorus,Methylovorus_glucosetrophus
Methylovorus_MP688_uid60723,Bacteria,Proteobacteria,Betaproteobacteria,Methylovorus,Methylovorus_MP688
Micavibrio_aeruginosavorus_ARL_13_uid73585,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrio,Micavibrio_aeruginosavorus
Microbacterium_testaceum_StLB037_uid62789,Bacteria,Actinobacteria,Actinobacteria,Microbacterium,Microbacterium_testaceum
Micrococcus_luteus_NCTC_2665_uid59033,Bacteria,Actinobacteria,Actinobacteria,Micrococcus,Micrococcus_luteus
Microcystis_aeruginosa_NIES_843_uid59101,Bacteria,Cyanobacteria,-,Microcystis,Microcystis_aeruginosa
Microlunatus_phosphovorus_NM_1_uid68055,Bacteria,Actinobacteria,Actinobacteria,Microlunatus,Microlunatus_phosphovorus
Micromonospora_aurantiaca_ATCC_27029_uid42501,Bacteria,Actinobacteria,Actinobacteria,Micromonospora,Micromonospora_aurantiaca
Micromonospora_L5_uid45895,Bacteria,Actinobacteria,Actinobacteria,Micromonospora,Micromonospora_L5
Mobiluncus_curtisii_ATCC_43063_uid49695,Bacteria,Actinobacteria,Actinobacteria,Mobiluncus,Mobiluncus_curtisii
Moorella_thermoacetica_ATCC_39073_uid58051,Bacteria,Firmicutes,Clostridia,Moorella,Moorella_thermoacetica
Moraxella_catarrhalis_RH4_uid48809,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxella,Moraxella_catarrhalis
Muricauda_ruestringensis_DSM_13258_uid72479,Bacteria,Bacteroidetes,Flavobacteriia,Muricauda,Muricauda_ruestringensis
Mycobacterium_abscessus_ATCC_19977_uid61613,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_abscessus
Mycobacterium_africanum_GM041182_uid68839,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_africanum
Mycobacterium_avium_104_uid57693,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_avium
Mycobacterium_avium_paratuberculosis_K_10_uid57699,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_avium
Mycobacterium_bovis_AF2122_97_uid57695,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis
Mycobacterium_bovis_BCG_Pasteur_1173P2_uid58781,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis
Mycobacterium_bovis_BCG_Tokyo_172_uid59281,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis
Mycobacterium_canettii_CIPT_140010059_uid70731,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_canettii
Mycobacterium_gilvum_PYR_GCK_uid59421,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_gilvum
Mycobacterium_gilvum_Spyr1_uid61403,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_gilvum
Mycobacterium_JDM601_uid67369,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_JDM601
Mycobacterium_JLS_uid58489,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_JLS
Mycobacterium_KMS_uid58491,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_KMS
Mycobacterium_leprae_Br4923_uid59293,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_leprae
Mycobacterium_leprae_TN_uid57697,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_leprae
Mycobacterium_marinum_M_uid59423,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_marinum
Mycobacterium_MCS_uid58465,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_MCS
Mycobacterium_smegmatis_MC2_155_uid57701,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_smegmatis
Mycobacterium_tuberculosis_CDC1551_uid57775,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis
Mycobacterium_tuberculosis_F11_uid58417,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis
Mycobacterium_tuberculosis_H37Ra_uid58853,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis
Mycobacterium_tuberculosis_H37Rv_uid57777,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis
Mycobacterium_tuberculosis_KZN_1435_uid59069,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis
Mycobacterium_ulcerans_Agy99_uid62939,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_ulcerans
Mycobacterium_vanbaalenii_PYR_1_uid58463,Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_vanbaalenii
Mycoplasma_agalactiae_PG2_uid61619,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_agalactiae
Mycoplasma_agalactiae_uid46679,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_agalactiae
Mycoplasma_arthritidis_158L3_1_uid58005,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_arthritidis
Mycoplasma_bovis_Hubei_1_uid68691,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_bovis
Mycoplasma_bovis_PG45_uid60859,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_bovis
Mycoplasma_capricolum_ATCC_27343_uid58525,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_capricolum
Mycoplasma_conjunctivae_HRC_581_uid59325,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_conjunctivae
Mycoplasma_crocodyli_MP145_uid47087,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_crocodyli
Mycoplasma_fermentans_JER_uid53543,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_fermentans
Mycoplasma_fermentans_M64_uid62099,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_fermentans
Mycoplasma_gallisepticum_R_low__uid57993,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_gallisepticum
Mycoplasma_genitalium_G37_uid57707,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_genitalium
Mycoplasma_haemofelis_Langford_1_uid62461,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_haemofelis
Mycoplasma_hominis_ATCC_23114_uid41875,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_hominis
Mycoplasma_hyopneumoniae_232_uid58205,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_hyopneumoniae
Mycoplasma_hyopneumoniae_7448_uid58039,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_hyopneumoniae
Mycoplasma_hyopneumoniae_J_uid58059,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_hyopneumoniae
Mycoplasma_hyorhinis_HUB_1_uid51695,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_hyorhinis
Mycoplasma_leachii_PG50_uid60849,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_leachii
Mycoplasma_mobile_163K_uid58077,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_mobile
Mycoplasma_mycoides_capri_LC_95010_uid66189,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_mycoides
Mycoplasma_mycoides_SC_PG1_uid58031,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_mycoides
Mycoplasma_penetrans_HF_2_uid57729,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_penetrans
Mycoplasma_pneumoniae_M129_uid57709,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_pneumoniae
Mycoplasma_pulmonis_UAB_CTIP_uid61569,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_pulmonis
Mycoplasma_putrefaciens_KS1_uid72481,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_putrefaciens
Mycoplasma_suis_Illinois_uid61897,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_suis
Mycoplasma_suis_KI3806_uid63665,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_suis
Mycoplasma_synoviae_53_uid58061,Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_synoviae
Myxococcus_fulvus_HW_1_uid68443,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcus,Myxococcus_fulvus
Myxococcus_xanthus_DK_1622_uid58003,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcus,Myxococcus_xanthus
Nakamurella_multipartita_DSM_44233_uid59221,Bacteria,Actinobacteria,Actinobacteria,Nakamurella,Nakamurella_multipartita
Nanoarchaeum_equitans_Kin4_M_uid58009,Archaea,Nanoarchaeota,-,Nanoarchaeum,Nanoarchaeum_equitans
Natranaerobius_thermophilus_JW_NM_WN_LF_uid59001,Bacteria,Firmicutes,Clostridia,Natranaerobius,Natranaerobius_thermophilus
Natrialba_magadii_ATCC_43099_uid46245,Archaea,Euryarchaeota,Halobacteria,Natrialba,Natrialba_magadii
Natronomonas_pharaonis_DSM_2160_uid58435,Archaea,Euryarchaeota,Halobacteria,Natronomonas,Natronomonas_pharaonis
Nautilia_profundicola_AmH_uid59345,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautilia,Nautilia_profundicola
Neisseria_gonorrhoeae_FA_1090_uid57611,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_gonorrhoeae
Neisseria_gonorrhoeae_NCCP11945_uid59191,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_gonorrhoeae
Neisseria_lactamica_020_06_uid60851,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_lactamica
Neisseria_meningitidis_053442_uid58587,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_meningitidis
Neisseria_meningitidis_alpha14_uid61649,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_meningitidis
Neisseria_meningitidis_FAM18_uid57825,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_meningitidis
Neisseria_meningitidis_MC58_uid57817,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_meningitidis
Neisseria_meningitidis_Z2491_uid57819,Bacteria,Proteobacteria,Betaproteobacteria,Neisseria,Neisseria_meningitidis
Neorickettsia_risticii_Illinois_uid58889,Bacteria,Proteobacteria,Alphaproteobacteria,Neorickettsia,Neorickettsia_risticii
Neorickettsia_sennetsu_Miyayama_uid57965,Bacteria,Proteobacteria,Alphaproteobacteria,Neorickettsia,Neorickettsia_sennetsu
Nitratifractor_salsuginis_DSM_16511_uid62183,Bacteria,Proteobacteria,Epsilonproteobacteria,Nitratifractor,Nitratifractor_salsuginis
Nitratiruptor_SB155_2_uid58861,Bacteria,Proteobacteria,Epsilonproteobacteria,Nitratiruptor,Nitratiruptor_SB155
Nitrobacter_hamburgensis_X14_uid58293,Bacteria,Proteobacteria,Alphaproteobacteria,Nitrobacter,Nitrobacter_hamburgensis
Nitrobacter_winogradskyi_Nb_255_uid58295,Bacteria,Proteobacteria,Alphaproteobacteria,Nitrobacter,Nitrobacter_winogradskyi
Nitrosococcus_halophilus_Nc4_uid46803,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcus,Nitrosococcus_halophilus
Nitrosococcus_oceani_ATCC_19707_uid58403,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcus,Nitrosococcus_oceani
Nitrosococcus_watsonii_C_113_uid50331,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcus,Nitrosococcus_watsonii
Nitrosomonas_AL212_uid55727,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonas,Nitrosomonas_AL212
Nitrosomonas_europaea_ATCC_19718_uid57647,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonas,Nitrosomonas_europaea
Nitrosomonas_eutropha_C91_uid58363,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonas,Nitrosomonas_eutropha
Nitrosomonas_Is79A3_uid68745,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonas,Nitrosomonas_Is79A3
Nitrosopumilus_maritimus_SCM1_uid58903,Archaea,Thaumarchaeota,-,Nitrosopumilus,Nitrosopumilus_maritimus
Nitrosospira_multiformis_ATCC_25196_uid58361,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosospira,Nitrosospira_multiformis
Nocardia_farcinica_IFM_10152_uid58203,Bacteria,Actinobacteria,Actinobacteria,Nocardia,Nocardia_farcinica
Nocardioides_JS614_uid58149,Bacteria,Actinobacteria,Actinobacteria,Nocardioides,Nocardioides_JS614
Nocardiopsis_dassonvillei_DSM_43111_uid49483,Bacteria,Actinobacteria,Actinobacteria,Nocardiopsis,Nocardiopsis_dassonvillei
Nostoc_azollae__0708_uid49725,Bacteria,Cyanobacteria,-,-,Nostoc
Nostoc_PCC_7120_uid57803,Bacteria,Cyanobacteria,-,Nostoc,Nostoc_PCC
Nostoc_punctiforme_PCC_73102_uid57767,Bacteria,Cyanobacteria,-,Nostoc,Nostoc_punctiforme
Novosphingobium_aromaticivorans_DSM_12444_uid57747,Bacteria,Proteobacteria,Alphaproteobacteria,Novosphingobium,Novosphingobium_aromaticivorans
Novosphingobium_PP1Y_uid67383,Bacteria,Proteobacteria,Alphaproteobacteria,Novosphingobium,Novosphingobium_PP1Y
Oceanithermus_profundus_DSM_14977_uid60855,Bacteria,-,Deinococci,Oceanithermus,Oceanithermus_profundus
Oceanobacillus_iheyensis_HTE831_uid57867,Bacteria,Firmicutes,Bacilli,Oceanobacillus,Oceanobacillus_iheyensis
Ochrobactrum_anthropi_ATCC_49188_uid58921,Bacteria,Proteobacteria,Alphaproteobacteria,Ochrobactrum,Ochrobactrum_anthropi
Odoribacter_splanchnicus_DSM_20712_uid63397,Bacteria,Bacteroidetes,Bacteroidia,Odoribacter,Odoribacter_splanchnicus
